date,subsidiary,activity,contract,team,equipment_id,hours_operated,km_driven,m3_moved,revenue,fuel_cost,labor_cost,maintenance_cost,overhead_cost,downtime_hours,incident_count,near_miss_count
2025-11-08,Bécar inc.,transport_copeaux,CTR-004,Équipe B,EQ-005,8.18,320.3,75.5,1153.9,414.05,373.09,57.48,49.07,1.28,0,0
2025-11-08,Bécar inc.,transport_inter_usines,CTR-005,Équipe C,EQ-002,12.87,203.7,67.0,947.8,182.65,572.18,142.24,65.36,0.7,0,0
2025-11-08,Bécar inc.,transport_inter_usines,CTR-003,Équipe A,EQ-012,9.08,200.0,64.8,862.64,286.03,418.13,58.98,38.22,1.64,0,0
2025-11-08,Bécar inc.,transport_inter_usines,CTR-006,Équipe A,EQ-011,4.92,135.7,69.6,665.5,113.42,213.43,35.37,18.7,0.87,0,0
2025-11-08,Bécar inc.,transport_inter_usines,CTR-004,Équipe A,EQ-001,11.82,194.1,38.4,793.38,150.79,450.06,96.68,64.33,0.23,0,0
2025-11-08,Bécar inc.,transport_inter_usines,CTR-004,Équipe A,EQ-011,6.2,182.2,89.3,869.64,81.04,313.46,50.65,32.87,0.0,0,0
2025-11-08,Bécar inc.,transport_inter_usines,CTR-002,Équipe A,EQ-008,7.47,152.6,95.9,853.78,214.28,362.49,79.14,53.0,1.63,0,0
2025-11-08,Bécar inc.,transport_inter_usines,CTR-006,Équipe C,EQ-009,7.82,141.0,47.9,642.56,169.58,358.57,65.64,34.67,0.0,0,0
2025-11-08,Bécar inc.,transport_inter_usines,CTR-001,Équipe C,EQ-011,8.87,115.3,52.8,624.52,205.49,395.71,43.13,49.37,0.53,0,0
2025-11-08,Bécar inc.,chargement,CTR-004,Équipe C,EQ-002,5.49,9.8,137.2,537.88,9.07,215.99,31.83,30.43,1.53,0,0
2025-11-08,Bécar inc.,transport_copeaux,CTR-002,Équipe C,EQ-006,5.87,199.9,91.2,910.24,317.53,331.11,4.09,26.11,0.71,0,0
2025-11-08,Bécar inc.,transport_inter_usines,CTR-003,Équipe A,EQ-004,7.61,69.2,73.6,583.62,91.94,329.33,76.84,53.18,0.7,0,0
2025-11-08,Bécar inc.,transport_inter_usines,CTR-001,Équipe B,EQ-007,10.22,180.8,112.6,1032.12,230.41,568.93,94.63,68.18,2.42,0,0
2025-11-08,Bécar inc.,transport_inter_usines,CTR-003,Équipe A,EQ-009,10.16,154.4,114.1,978.96,235.84,737.41,58.74,49.42,0.36,0,0
2025-11-09,Bécar inc.,transport_copeaux,CTR-002,Équipe B,EQ-010,7.11,296.1,85.3,1120.6,494.11,384.59,76.13,42.97,1.7,0,0
2025-11-09,Bécar inc.,transport_copeaux,CTR-005,Équipe C,EQ-004,12.02,163.8,95.5,958.72,271.22,734.69,98.1,24.64,1.01,0,0
2025-11-09,Bécar inc.,transport_inter_usines,CTR-003,Équipe C,EQ-006,6.38,86.8,91.5,671.8,100.13,306.67,53.53,62.37,1.27,0,0
2025-11-09,Bécar inc.,transport_copeaux,CTR-003,Équipe C,EQ-010,7.66,228.7,60.8,884.22,251.13,355.93,98.19,51.7,1.12,0,0
2025-11-09,Bécar inc.,chargement,CTR-003,Équipe C,EQ-005,4.06,6.6,131.3,481.32,10.8,262.16,52.91,16.76,0.32,0,0
2025-11-09,Bécar inc.,transport_inter_usines,CTR-003,Équipe C,EQ-003,6.41,227.3,57.5,845.44,244.11,327.43,83.99,32.65,0.0,0,0
2025-11-09,Bécar inc.,transport_copeaux,CTR-004,Équipe C,EQ-004,7.51,227.4,46.7,822.26,219.58,431.62,46.61,24.12,1.13,0,0
2025-11-09,Bécar inc.,chargement,CTR-003,Équipe A,EQ-002,8.56,2.5,79.4,462.0,2.49,432.57,52.32,55.71,0.24,0,0
2025-11-09,Bécar inc.,construction_chemins,CTR-002,Équipe B,EQ-010,9.04,6.8,8.5,507.4,8.7,444.44,6.44,43.59,0.0,0,0
2025-11-09,Bécar inc.,construction_chemins,CTR-006,Équipe B,EQ-010,6.66,8.2,31.2,403.74,2.15,247.16,48.27,52.95,0.25,0,0
2025-11-09,Bécar inc.,transport_inter_usines,CTR-004,Équipe C,EQ-012,7.97,289.3,46.9,967.52,453.13,349.51,67.31,41.93,0.0,0,0
2025-11-09,Bécar inc.,chargement,CTR-002,Équipe A,EQ-005,7.77,6.3,140.0,609.56,4.97,450.02,83.03,74.05,0.3,0,0
2025-11-09,Bécar inc.,construction_chemins,CTR-001,Équipe A,EQ-009,7.27,15.2,16.7,419.89,15.31,383.25,81.7,34.3,0.0,0,0
2025-11-10,Bécar inc.,transport_inter_usines,CTR-006,Équipe A,EQ-001,6.74,133.6,74.0,711.24,224.58,386.17,55.1,33.25,0.25,0,0
2025-11-10,Bécar inc.,construction_chemins,CTR-002,Équipe B,EQ-008,8.38,16.6,22.2,487.54,31.09,376.68,73.78,46.69,0.52,0,0
2025-11-10,Bécar inc.,transport_copeaux,CTR-004,Équipe B,EQ-007,8.0,228.9,67.5,917.58,335.23,367.23,92.27,71.53,0.5,0,0
2025-11-10,Bécar inc.,transport_copeaux,CTR-006,Équipe A,EQ-001,9.82,209.1,115.4,1098.38,318.71,630.18,90.8,68.57,0.35,0,0
2025-11-10,Bécar inc.,transport_copeaux,CTR-002,Équipe C,EQ-001,8.22,144.8,85.3,807.72,249.8,463.95,22.82,43.58,2.03,0,0
2025-11-10,Bécar inc.,transport_inter_usines,CTR-002,Équipe B,EQ-011,9.23,175.8,75.7,855.7,279.1,439.94,108.11,59.43,0.8,0,0
2025-11-10,Bécar inc.,transport_inter_usines,CTR-001,Équipe A,EQ-010,6.44,82.7,100.4,699.46,116.78,359.62,60.53,33.13,1.23,0,1
2025-11-10,Bécar inc.,transport_inter_usines,CTR-003,Équipe C,EQ-008,8.9,79.3,82.3,663.86,79.14,314.35,83.13,44.99,0.0,0,0
2025-11-10,Bécar inc.,construction_chemins,CTR-002,Équipe C,EQ-011,8.08,20.0,41.8,494.56,32.15,359.3,70.73,50.78,0.0,0,0
2025-11-11,Bécar inc.,transport_copeaux,CTR-001,Équipe C,EQ-010,7.87,202.9,64.6,846.44,160.67,488.97,97.69,32.57,1.37,0,0
2025-11-11,Bécar inc.,construction_chemins,CTR-002,Équipe C,EQ-004,10.54,13.9,31.2,617.14,11.71,730.1,101.11,70.56,0.0,0,0
2025-11-11,Bécar inc.,transport_inter_usines,CTR-006,Équipe B,EQ-005,9.87,147.4,120.3,983.14,166.93,529.4,116.56,42.23,0.0,0,0
2025-11-11,Bécar inc.,transport_copeaux,CTR-003,Équipe A,EQ-006,6.91,156.5,38.6,623.08,141.26,358.9,76.23,30.87,1.93,0,0
2025-11-11,Bécar inc.,construction_chemins,CTR-004,Équipe A,EQ-004,7.01,11.1,38.5,431.75,19.28,318.71,56.03,40.38,0.0,0,0
2025-11-11,Bécar inc.,chargement,CTR-003,Équipe A,EQ-011,10.17,4.7,112.5,599.76,6.7,481.23,101.34,55.87,0.0,0,0
2025-11-11,Bécar inc.,chargement,CTR-001,Équipe A,EQ-004,7.08,7.2,203.7,768.6,5.44,260.67,85.99,31.04,0.58,0,1
2025-11-11,Bécar inc.,transport_copeaux,CTR-004,Équipe C,EQ-007,6.19,138.0,76.3,720.22,84.32,300.95,52.59,31.11,0.38,1,0
2025-11-11,Bécar inc.,transport_copeaux,CTR-005,Équipe B,EQ-001,7.16,209.1,79.0,904.9,273.67,462.01,69.56,21.23,0.96,0,0
2025-11-11,Bécar inc.,transport_inter_usines,CTR-003,Équipe A,EQ-010,8.25,74.6,79.0,628.62,124.37,302.96,34.04,33.63,0.55,0,0
2025-11-11,Bécar inc.,transport_copeaux,CTR-002,Équipe C,EQ-007,8.26,203.6,63.5,850.6,305.41,356.04,88.68,61.16,0.77,0,0
2025-11-11,Bécar inc.,chargement,CTR-002,Équipe A,EQ-002,7.91,8.8,117.4,550.2,6.36,402.37,65.94,45.86,0.73,0,0
2025-11-11,Bécar inc.,transport_copeaux,CTR-005,Équipe B,EQ-003,4.88,190.8,70.4,789.2,195.09,218.44,37.06,40.93,0.0,0,0
2025-11-11,Bécar inc.,construction_chemins,CTR-001,Équipe B,EQ-007,7.27,6.3,22.6,426.97,13.37,459.0,39.69,47.96,0.0,0,0
2025-11-11,Bécar inc.,construction_chemins,CTR-004,Équipe A,EQ-010,7.15,11.0,32.5,432.25,14.51,349.28,21.92,41.44,1.46,0,0
2025-11-12,Bécar inc.,transport_copeaux,CTR-002,Équipe A,EQ-008,6.75,83.0,71.7,590.9,125.53,321.73,40.2,19.53,2.0,0,0
2025-11-12,Bécar inc.,construction_chemins,CTR-005,Équipe B,EQ-009,7.71,9.4,51.3,485.61,13.0,372.31,73.86,31.68,1.8,0,0
2025-11-12,Bécar inc.,transport_inter_usines,CTR-004,Équipe A,EQ-008,8.17,180.6,83.6,878.78,170.2,395.46,104.16,44.63,0.0,0,0
2025-11-12,Bécar inc.,construction_chemins,CTR-001,Équipe C,EQ-006,7.54,15.4,18.6,437.02,16.41,450.58,81.86,31.31,0.0,0,0
2025-11-12,Bécar inc.,transport_copeaux,CTR-003,Équipe A,EQ-001,5.52,141.9,75.9,715.14,142.34,263.47,44.97,26.62,0.0,0,0
2025-11-12,Bécar inc.,transport_copeaux,CTR-002,Équipe B,EQ-003,9.22,118.1,85.2,766.58,132.44,615.32,130.36,28.84,2.6,0,0
2025-11-12,Bécar inc.,transport_inter_usines,CTR-001,Équipe B,EQ-011,8.89,173.5,98.9,937.32,217.98,547.36,74.33,47.77,1.48,0,0
2025-11-12,Bécar inc.,transport_copeaux,CTR-004,Équipe C,EQ-009,6.88,227.2,109.4,1061.28,251.36,436.52,85.32,41.21,0.0,0,1
2025-11-12,Bécar inc.,transport_inter_usines,CTR-001,Équipe C,EQ-002,6.4,91.9,100.8,720.58,79.22,489.45,30.28,23.93,1.01,0,0
2025-11-12,Bécar inc.,transport_copeaux,CTR-005,Équipe C,EQ-006,6.07,66.3,87.9,606.72,19.52,251.43,39.13,26.57,0.92,0,0
2025-11-12,Bécar inc.,construction_chemins,CTR-002,Équipe C,EQ-001,8.0,13.8,30.1,476.12,16.86,390.58,56.69,35.19,0.94,1,0
2025-11-12,Bécar inc.,chargement,CTR-001,Équipe B,EQ-010,5.82,9.9,122.8,506.8,8.23,340.29,37.09,20.46,1.42,0,0
2025-11-12,Bécar inc.,transport_inter_usines,CTR-006,Équipe C,EQ-004,8.04,108.1,98.6,776.94,105.73,539.51,65.3,18.27,0.89,0,0
2025-11-13,Bécar inc.,transport_inter_usines,CTR-001,Équipe A,EQ-006,6.7,193.5,53.2,759.1,177.25,312.15,73.25,45.73,0.82,0,0
2025-11-13,Bécar inc.,transport_inter_usines,CTR-006,Équipe C,EQ-012,9.9,134.7,16.5,540.54,64.59,627.39,68.02,44.54,1.91,0,0
2025-11-13,Bécar inc.,transport_inter_usines,CTR-001,Équipe C,EQ-004,8.41,276.0,95.6,1140.98,399.93,515.99,37.59,56.83,0.36,0,0
2025-11-13,Bécar inc.,transport_copeaux,CTR-002,Équipe B,EQ-004,8.33,297.1,53.3,1016.76,343.45,453.45,48.52,47.21,0.0,0,0
2025-11-13,Bécar inc.,transport_copeaux,CTR-001,Équipe A,EQ-011,9.85,176.8,84.2,903.06,166.11,521.59,89.82,43.82,0.5,0,0
2025-11-13,Bécar inc.,chargement,CTR-003,Équipe C,EQ-002,8.47,0.7,104.4,529.48,0.87,547.91,74.69,65.22,1.11,0,0
2025-11-13,Bécar inc.,transport_inter_usines,CTR-004,Équipe B,EQ-001,6.62,107.4,143.3,928.64,159.53,326.54,79.63,44.07,2.17,0,0
2025-11-14,Bécar inc.,transport_copeaux,CTR-003,Équipe B,EQ-002,7.51,224.4,144.0,1204.86,230.97,365.22,63.8,53.37,0.15,0,0
2025-11-14,Bécar inc.,chargement,CTR-003,Équipe A,EQ-011,4.32,1.1,172.5,603.96,1.46,198.3,32.8,24.39,1.19,0,0
2025-11-14,Bécar inc.,construction_chemins,CTR-006,Équipe B,EQ-004,9.03,4.6,28.6,530.97,7.32,504.73,77.29,49.5,0.0,0,0
2025-11-14,Bécar inc.,transport_copeaux,CTR-001,Équipe C,EQ-002,8.36,157.6,97.1,885.6,215.91,494.18,105.12,59.51,0.0,0,0
2025-11-14,Bécar inc.,transport_copeaux,CTR-005,Équipe C,EQ-009,7.2,151.5,68.2,735.7,158.14,442.28,62.98,67.2,0.74,0,0
2025-11-14,Bécar inc.,transport_inter_usines,CTR-004,Équipe B,EQ-003,6.48,231.5,90.2,986.74,128.64,376.91,78.32,28.12,0.59,0,0
2025-11-14,Bécar inc.,transport_inter_usines,CTR-006,Équipe A,EQ-005,6.0,193.8,71.9,821.96,190.62,347.49,26.97,25.6,0.72,0,0
2025-11-14,Bécar inc.,transport_copeaux,CTR-002,Équipe A,EQ-002,11.29,112.0,118.2,922.42,102.07,768.92,112.59,46.3,0.18,0,0
2025-11-14,Bécar inc.,transport_inter_usines,CTR-002,Équipe B,EQ-001,9.37,187.9,52.7,792.84,159.81,504.86,111.72,75.42,1.22,0,0
2025-11-14,Bécar inc.,transport_inter_usines,CTR-004,Équipe A,EQ-001,5.75,200.0,89.6,901.9,286.82,324.12,51.08,37.14,0.57,0,0
2025-11-14,Bécar inc.,transport_copeaux,CTR-004,Équipe C,EQ-007,6.79,183.1,69.4,802.64,176.13,291.97,82.03,49.05,1.03,0,0
2025-11-14,Bécar inc.,construction_chemins,CTR-002,Équipe B,EQ-005,8.46,9.6,28.7,499.74,14.32,432.21,115.71,50.62,0.82,0,0
2025-11-15,Bécar inc.,transport_copeaux,CTR-003,Équipe A,EQ-006,12.81,164.2,48.6,786.22,146.98,660.84,125.97,82.72,1.14,0,0
2025-11-15,Bécar inc.,transport_copeaux,CTR-003,Équipe C,EQ-009,6.35,108.7,111.6,799.84,155.93,379.81,52.37,43.12,0.0,0,0
2025-11-15,Bécar inc.,transport_copeaux,CTR-005,Équipe A,EQ-001,5.3,137.3,99.1,793.86,197.03,217.6,26.81,24.06,0.31,0,0
2025-11-15,Bécar inc.,transport_inter_usines,CTR-005,Équipe C,EQ-012,5.87,173.1,111.5,932.48,114.32,295.55,66.49,29.34,0.14,0,0
2025-11-15,Bécar inc.,transport_inter_usines,CTR-006,Équipe B,EQ-002,8.86,199.2,110.5,1039.72,189.92,463.64,70.28,59.2,0.0,0,0
2025-11-15,Bécar inc.,construction_chemins,CTR-004,Équipe B,EQ-009,12.02,18.0,39.3,708.26,21.6,465.27,28.39,72.21,0.13,0,0
2025-11-16,Bécar inc.,construction_chemins,CTR-006,Équipe A,EQ-005,5.39,9.3,40.1,344.57,6.96,317.78,35.63,34.73,1.48,0,0
2025-11-16,Bécar inc.,construction_chemins,CTR-006,Équipe A,EQ-002,8.47,13.5,29.9,501.73,17.52,383.26,33.09,58.73,0.75,0,0
2025-11-16,Bécar inc.,transport_inter_usines,CTR-001,Équipe C,EQ-001,7.33,200.5,68.8,848.24,362.13,329.76,51.83,42.41,0.0,0,0
2025-11-16,Bécar inc.,construction_chemins,CTR-003,Équipe A,EQ-002,7.93,10.1,16.8,456.31,16.03,391.66,60.03,40.12,0.0,0,0
2025-11-16,Bécar inc.,transport_copeaux,CTR-001,Équipe B,EQ-004,7.28,284.6,104.2,1173.96,270.37,454.53,42.3,51.97,0.0,0,0
2025-11-16,Bécar inc.,transport_copeaux,CTR-002,Équipe B,EQ-008,7.11,213.2,70.4,878.62,300.17,394.87,56.42,35.29,0.72,0,0
2025-11-16,Bécar inc.,chargement,CTR-001,Équipe A,EQ-001,13.56,8.1,137.0,763.28,11.67,595.67,91.36,65.98,1.12,0,0
2025-11-16,Bécar inc.,transport_copeaux,CTR-002,Équipe B,EQ-012,6.79,248.1,104.3,1085.24,134.47,336.07,58.68,46.13,1.33,0,0
2025-11-16,Bécar inc.,construction_chemins,CTR-001,Équipe C,EQ-010,7.53,12.1,24.7,443.79,5.24,367.62,62.5,39.18,0.4,0,0
2025-11-16,Bécar inc.,transport_copeaux,CTR-001,Équipe C,EQ-010,11.04,226.9,48.3,891.1,244.21,596.75,95.83,71.03,0.0,0,0
2025-11-16,Bécar inc.,construction_chemins,CTR-001,Équipe B,EQ-009,7.38,0.0,18.8,428.46,103.97,323.56,63.78,40.89,0.0,0,0
2025-11-16,Bécar inc.,transport_inter_usines,CTR-006,Équipe A,EQ-005,7.49,198.2,88.1,923.26,211.57,297.43,26.28,35.57,0.59,0,0
2025-11-16,Bécar inc.,construction_chemins,CTR-006,Équipe C,EQ-004,7.5,13.4,28.2,446.34,25.42,349.87,59.22,46.98,0.58,0,0
2025-11-16,Bécar inc.,transport_inter_usines,CTR-003,Équipe C,EQ-004,6.57,117.2,99.6,774.5,164.13,294.13,48.04,18.64,0.2,0,0
2025-11-17,Bécar inc.,transport_copeaux,CTR-003,Équipe A,EQ-009,5.75,222.6,126.8,1100.42,302.41,297.14,7.27,14.9,0.7,0,0
2025-11-17,Bécar inc.,construction_chemins,CTR-006,Équipe B,EQ-005,9.7,12.8,37.3,578.26,14.97,495.45,111.07,40.33,2.85,0,0
2025-11-17,Bécar inc.,transport_inter_usines,CTR-004,Équipe B,EQ-012,5.11,264.2,76.5,979.22,319.24,213.42,49.92,23.75,0.68,0,0
2025-11-17,Bécar inc.,transport_inter_usines,CTR-005,Équipe B,EQ-008,8.12,157.6,112.7,943.68,163.71,394.87,90.81,39.12,0.57,0,0
2025-11-17,Bécar inc.,construction_chemins,CTR-002,Équipe B,EQ-010,6.48,13.4,15.6,375.12,14.45,376.99,54.71,22.72,0.0,0,0
2025-11-17,Bécar inc.,chargement,CTR-002,Équipe A,EQ-002,4.59,11.7,152.8,556.36,6.62,227.55,53.01,29.61,0.0,0,0
2025-11-17,Bécar inc.,transport_copeaux,CTR-004,Équipe B,EQ-009,7.1,233.4,109.4,1078.88,391.21,418.86,81.68,47.74,0.81,0,0
2025-11-17,Bécar inc.,transport_inter_usines,CTR-004,Équipe B,EQ-011,7.49,194.5,121.0,1046.72,223.76,449.61,86.12,39.53,1.08,0,0
2025-11-17,Bécar inc.,chargement,CTR-006,Équipe C,EQ-010,10.97,5.3,135.7,687.12,7.31,479.47,106.64,38.77,0.1,0,0
2025-11-17,Bécar inc.,chargement,CTR-003,Équipe C,EQ-004,7.45,7.8,117.9,538.72,9.14,426.55,43.6,42.36,0.35,0,0
2025-11-17,Bécar inc.,transport_inter_usines,CTR-003,Équipe B,EQ-008,5.23,173.3,124.0,971.4,189.6,326.64,48.25,33.12,0.0,0,0
2025-11-17,Bécar inc.,transport_copeaux,CTR-002,Équipe C,EQ-002,8.32,201.1,81.1,916.58,266.25,414.91,50.72,66.84,1.44,0,0
2025-11-17,Bécar inc.,transport_copeaux,CTR-002,Équipe B,EQ-001,4.93,235.6,78.7,921.86,255.48,272.52,49.01,21.62,1.17,0,0
2025-11-17,Bécar inc.,transport_inter_usines,CTR-005,Équipe A,EQ-004,11.02,223.0,55.2,909.76,302.71,648.05,114.53,74.96,0.89,0,0
2025-11-17,Bécar inc.,transport_inter_usines,CTR-002,Équipe C,EQ-003,8.33,213.5,51.6,826.04,302.64,570.07,69.72,46.09,0.85,0,0
2025-11-18,Bécar inc.,transport_inter_usines,CTR-001,Équipe C,EQ-005,7.91,260.8,130.0,1236.14,349.72,387.49,125.89,39.42,0.14,0,0
2025-11-18,Bécar inc.,transport_inter_usines,CTR-005,Équipe B,EQ-008,5.5,267.5,86.8,1034.7,395.94,213.5,69.92,37.43,0.57,0,0
2025-11-18,Bécar inc.,transport_inter_usines,CTR-003,Équipe A,EQ-001,8.24,68.8,106.5,725.68,112.15,382.25,75.92,43.07,0.86,0,0
2025-11-18,Bécar inc.,construction_chemins,CTR-003,Équipe C,EQ-003,11.64,12.3,15.7,659.04,20.22,664.02,121.02,86.26,0.08,0,0
2025-11-18,Bécar inc.,construction_chemins,CTR-001,Équipe C,EQ-006,8.43,3.9,9.4,474.93,7.07,432.27,51.44,43.95,0.0,0,0
2025-11-18,Bécar inc.,chargement,CTR-005,Équipe A,EQ-003,10.57,7.0,149.9,715.68,10.12,602.35,97.37,55.76,2.13,0,0
2025-11-18,Bécar inc.,construction_chemins,CTR-005,Équipe B,EQ-004,8.57,11.0,9.2,482.39,12.87,370.19,23.18,49.97,0.99,0,0
2025-11-18,Bécar inc.,chargement,CTR-002,Équipe A,EQ-006,11.55,1.8,141.4,719.32,1.62,607.96,70.99,74.7,0.71,0,0
2025-11-18,Bécar inc.,transport_copeaux,CTR-004,Équipe B,EQ-010,12.73,261.0,103.0,1215.34,295.81,464.52,50.83,96.1,0.0,0,0
2025-11-18,Bécar inc.,chargement,CTR-005,Équipe C,EQ-003,7.91,2.4,94.1,484.96,2.07,444.37,58.53,42.37,1.08,0,0
2025-11-18,Bécar inc.,construction_chemins,CTR-004,Équipe A,EQ-005,8.15,7.3,16.4,467.93,10.7,452.81,77.81,49.28,0.64,0,0
2025-11-18,Bécar inc.,transport_copeaux,CTR-002,Équipe A,EQ-011,10.5,193.7,100.8,1018.34,247.23,566.75,61.17,70.11,2.88,0,0
2025-11-18,Bécar inc.,transport_copeaux,CTR-004,Équipe B,EQ-001,6.79,151.6,45.3,636.94,132.2,260.28,68.57,66.71,0.31,0,0
2025-11-18,Bécar inc.,transport_copeaux,CTR-005,Équipe C,EQ-009,7.49,142.1,80.6,769.84,207.66,375.85,49.23,39.9,0.0,0,0
2025-11-18,Bécar inc.,transport_inter_usines,CTR-004,Équipe B,EQ-006,9.06,176.1,114.2,1007.3,268.78,503.46,99.87,61.16,0.25,0,1
2025-11-19,Bécar inc.,transport_copeaux,CTR-001,Équipe A,EQ-005,6.37,207.6,83.2,904.18,89.96,350.36,14.88,26.8,1.68,0,0
2025-11-19,Bécar inc.,transport_inter_usines,CTR-006,Équipe A,EQ-003,11.21,150.4,73.1,825.06,266.05,549.31,116.38,38.22,0.46,0,0
2025-11-19,Bécar inc.,chargement,CTR-003,Équipe B,EQ-004,6.65,5.1,130.5,551.6,7.9,206.14,36.75,38.99,0.52,0,0
2025-11-19,Bécar inc.,construction_chemins,CTR-001,Équipe C,EQ-010,7.56,18.9,17.7,437.04,21.59,404.21,98.29,39.12,1.37,0,0
2025-11-19,Bécar inc.,transport_inter_usines,CTR-002,Équipe B,EQ-004,9.54,193.9,90.9,961.9,141.37,422.24,141.41,51.12,0.0,0,0
2025-11-19,Bécar inc.,construction_chemins,CTR-004,Équipe A,EQ-002,7.43,11.0,11.2,422.09,12.46,403.96,103.33,42.75,0.0,0,0
2025-11-19,Bécar inc.,transport_inter_usines,CTR-003,Équipe C,EQ-001,6.66,98.8,76.3,642.44,118.78,246.57,30.2,37.57,0.27,0,0
2025-11-19,Bécar inc.,chargement,CTR-002,Équipe C,EQ-010,10.96,0.0,81.8,535.92,143.53,715.84,99.84,70.9,0.61,0,0
2025-11-20,Bécar inc.,transport_inter_usines,CTR-003,Équipe B,EQ-006,7.27,112.6,93.0,750.58,74.36,395.28,47.97,56.23,0.86,0,0
2025-11-20,Bécar inc.,transport_inter_usines,CTR-005,Équipe C,EQ-006,7.53,136.4,54.6,654.02,84.15,250.61,36.32,49.44,0.0,0,0
2025-11-20,Bécar inc.,chargement,CTR-004,Équipe B,EQ-007,9.16,8.7,66.7,443.24,9.37,357.74,144.45,29.61,0.0,0,0
2025-11-20,Bécar inc.,construction_chemins,CTR-003,Équipe A,EQ-003,5.62,0.0,22.6,336.22,112.71,262.96,49.55,34.94,0.86,0,0
2025-11-20,Bécar inc.,transport_copeaux,CTR-004,Équipe A,EQ-008,9.6,227.4,49.5,871.08,138.47,441.17,46.31,64.88,0.88,0,0
2025-11-20,Bécar inc.,transport_copeaux,CTR-004,Équipe B,EQ-006,8.12,268.8,87.9,1089.12,281.79,367.82,83.81,60.74,0.56,0,0
2025-11-20,Bécar inc.,construction_chemins,CTR-006,Équipe A,EQ-009,6.69,26.3,24.3,397.11,26.51,349.27,12.48,30.01,1.39,0,0
2025-11-20,Bécar inc.,construction_chemins,CTR-002,Équipe A,EQ-011,7.18,10.6,17.0,415.3,8.27,313.37,44.47,29.24,0.0,0,0
2025-11-20,Bécar inc.,transport_copeaux,CTR-002,Équipe C,EQ-010,8.53,198.8,78.7,905.7,289.48,496.46,78.03,44.71,0.31,0,0
2025-11-20,Bécar inc.,transport_copeaux,CTR-002,Équipe B,EQ-005,10.15,125.5,92.1,827.2,95.95,503.04,60.57,66.26,0.06,0,0
2025-11-20,Bécar inc.,construction_chemins,CTR-002,Équipe A,EQ-006,8.46,17.4,27.7,498.54,35.45,536.69,60.61,43.55,0.98,0,0
2025-11-20,Bécar inc.,chargement,CTR-005,Équipe C,EQ-002,11.1,6.7,116.0,635.6,11.75,663.12,79.05,62.52,0.76,0,0
2025-11-20,Bécar inc.,construction_chemins,CTR-005,Équipe A,EQ-012,6.26,8.1,31.3,381.86,8.92,335.36,26.91,30.88,1.07,0,0
2025-11-20,Bécar inc.,chargement,CTR-004,Équipe C,EQ-009,6.75,5.3,123.2,533.96,5.87,349.31,24.4,28.22,0.48,0,0
2025-11-20,Bécar inc.,transport_inter_usines,CTR-004,Équipe B,EQ-001,9.6,174.0,95.0,935.6,166.35,543.14,89.27,66.47,1.17,0,1
2025-11-21,Bécar inc.,transport_inter_usines,CTR-006,Équipe B,EQ-009,6.87,190.9,95.4,925.24,161.54,353.13,53.8,15.82,0.42,0,0
2025-11-21,Bécar inc.,transport_copeaux,CTR-006,Équipe A,EQ-012,3.3,151.1,75.1,692.22,146.32,200.84,35.69,18.95,0.3,0,0
2025-11-21,Bécar inc.,transport_copeaux,CTR-005,Équipe B,EQ-005,7.21,225.3,141.9,1193.04,268.25,330.77,31.88,46.53,0.0,0,0
2025-11-21,Bécar inc.,transport_inter_usines,CTR-006,Équipe C,EQ-007,8.31,133.3,131.3,968.04,137.29,483.69,4.71,62.65,1.78,0,0
2025-11-21,Bécar inc.,transport_inter_usines,CTR-001,Équipe B,EQ-007,8.98,131.5,69.8,730.14,211.05,536.98,53.14,40.63,0.08,0,0
2025-11-21,Bécar inc.,transport_copeaux,CTR-003,Équipe A,EQ-003,9.82,161.7,79.7,851.3,127.2,590.55,56.26,60.39,0.54,0,1
2025-11-21,Bécar inc.,construction_chemins,CTR-001,Équipe C,EQ-005,6.18,13.8,23.5,368.1,34.64,335.46,42.86,47.93,0.0,0,0
2025-11-21,Bécar inc.,transport_inter_usines,CTR-003,Équipe A,EQ-011,10.62,202.6,64.0,892.88,182.38,504.69,98.27,81.05,1.44,0,0
2025-11-21,Bécar inc.,chargement,CTR-001,Équipe A,EQ-012,5.58,5.1,130.6,521.92,3.69,244.44,43.7,35.6,1.45,0,0
2025-11-21,Bécar inc.,chargement,CTR-003,Équipe A,EQ-006,6.07,4.0,134.3,546.0,5.19,213.67,34.42,45.11,0.66,0,0
2025-11-22,Bécar inc.,transport_inter_usines,CTR-001,Équipe C,EQ-011,7.34,136.3,138.0,983.98,212.19,429.94,72.86,30.24,1.62,0,0
2025-11-22,Bécar inc.,transport_copeaux,CTR-001,Équipe B,EQ-003,8.57,131.5,35.3,584.76,181.06,590.99,106.85,44.9,0.61,0,0
2025-11-22,Bécar inc.,chargement,CTR-001,Équipe A,EQ-008,9.0,5.5,115.8,576.24,9.37,555.09,86.55,73.83,0.29,0,0
2025-11-22,Bécar inc.,transport_copeaux,CTR-004,Équipe A,EQ-009,6.76,205.1,94.9,952.5,394.83,315.37,74.04,49.81,1.16,0,0
2025-11-22,Bécar inc.,construction_chemins,CTR-005,Équipe A,EQ-001,8.41,11.5,31.4,500.23,13.56,380.23,40.77,37.82,0.78,0,0
2025-11-22,Bécar inc.,construction_chemins,CTR-001,Équipe A,EQ-007,10.64,10.4,20.7,610.04,14.08,396.96,60.16,75.51,0.0,0,0
